image_name,psnr,ssim
00006763_000.png,22.786390184082,0.8567557676223472
00024141_000.png,26.348804021663558,0.8542678100457877
00028639_001.png,21.500681718960625,0.7224698286844492
00014768_004.png,28.26088727472356,0.8199865529241335
00026243_000.png,24.04215524840312,0.862683627252662
00018960_005.png,24.308556737137955,0.8589056351765577
00015107_000.png,25.724308406453794,0.8642595783562994
00021223_000.png,25.45682153387661,0.8300437319651343
00007636_000.png,27.35405459582328,0.8441539318226876
00004205_015.png,24.878810301189404,0.827687308965393
00011338_001.png,29.468871228976703,0.8310053532897418
00019260_001.png,28.165368602616653,0.8196692532328821
00017458_004.png,25.498213323362293,0.8310960753123458
00001203_013.png,25.90645567338482,0.8668403630005597
00026765_000.png,24.572101385161382,0.837795546744012
00015929_009.png,29.785576289635337,0.8216613162078119
00027479_002.png,24.072707351812888,0.8040291257629927
00019460_002.png,24.856003081878892,0.8212579694402307
00001845_002.png,26.848619276604346,0.8415103068867272
00010469_001.png,23.729133936967443,0.8216551757025183
00002450_000.png,22.082351760792356,0.8631418379612112
00008713_002.png,27.0634060807977,0.8088701275710681
00017981_004.png,25.58882504744286,0.7940785409688231
00029676_010.png,22.869381678540556,0.7813779860469123
00024064_000.png,25.73089248393729,0.8446680270612726
00014145_008.png,23.419255791240424,0.7905362008181183
00012603_014.png,29.111100966964138,0.8546010901653668
00006563_001.png,26.100617154022544,0.7761695117814802
00007055_005.png,28.819454554706404,0.8324673096373096
00016484_013.png,24.808009080276477,0.7191511893710193
00030644_000.png,28.121773280303522,0.7743387464633218
00012413_001.png,27.30379907832724,0.834867893195885
00012428_003.png,27.023000718050177,0.8560973906781717
00009476_000.png,25.257131362806273,0.8538369879195548
00020503_000.png,24.898561398641522,0.849327425595499
00021838_001.png,26.72484720260352,0.8538864145903601
00022048_000.png,28.67132870979011,0.7475663452578964
00009241_000.png,25.059532944505143,0.8635636584660399
00028145_004.png,23.818286507997968,0.8243811656627508
00004582_004.png,21.885882213845015,0.8694948542016218
00005852_004.png,24.667671953877868,0.8687127592583888
00020434_003.png,20.484567755797094,0.7383556502523583
00009609_012.png,27.411221485189028,0.8387712466293742
00030323_046.png,27.152043008030557,0.8010482726238779
00024288_000.png,25.038221115311362,0.7735885595718299
00022735_004.png,25.16204082061285,0.8135076619210535
00001941_006.png,27.628727297841415,0.8606752064621842
00007255_001.png,25.446729007008273,0.8614200716181721
00012478_000.png,26.48035859454815,0.7959339820718749
00013908_000.png,24.368270116731733,0.8111951452435605
00004972_000.png,24.831652075768798,0.8588264938611142
00009281_016.png,24.8524586273639,0.768978782230369
00014343_000.png,23.875959638916733,0.8046435917888994
00010512_007.png,23.96968919171605,0.829712207106016
00021814_000.png,25.549426697072825,0.836847800954855
00001487_000.png,24.752444039048747,0.8504201767305608
00010962_005.png,24.38271467641517,0.8042126637325296
00019307_001.png,26.06033800759952,0.8147751940385254
00029206_000.png,19.753141957463146,0.7014087989585023
00007623_000.png,25.736218705830616,0.8684003410188668
00010343_001.png,27.228792363637506,0.8376848404560368
00002397_001.png,24.261578239218675,0.8408174473938643
00000472_000.png,25.755414213017794,0.8653203095265641
00004537_000.png,24.310380351390656,0.8656207684967868
00025935_001.png,27.95104188549232,0.8342221242294293
00008946_000.png,29.936535516086707,0.8455035707948496
00006522_001.png,25.080073824582463,0.8526459446439447
00018950_001.png,25.35160256429746,0.7523918322944053
00001951_007.png,29.571491756532385,0.8548724598847758
00000393_000.png,22.717226826061943,0.8467382605559811
00014372_000.png,23.51155206353814,0.8696156864867027
00004526_011.png,24.768614900478347,0.845608694450321
00010936_000.png,23.43032130531232,0.8387998465787319
00020725_001.png,28.270972533398783,0.8478933794816118
00015255_013.png,26.03814822363987,0.8560914848806044
00026788_000.png,25.338850114481172,0.8487078299425111
00009378_006.png,24.655442981287926,0.8359193739052984
00011655_000.png,23.635472960579165,0.8035813167068923
00013774_037.png,28.53173243476136,0.8254545305664327
00027010_000.png,27.645306334285497,0.841835893667948
00016752_003.png,29.740727417617336,0.8546542563864759
00018735_006.png,28.45446846160017,0.7883823047609183
00000272_003.png,23.10429672803845,0.8688470984483578
00023450_000.png,26.294079003670547,0.8681831891214905
00003028_057.png,23.56729823037483,0.7742240909301404
00018421_003.png,23.86712764376494,0.860939190344411
00006321_002.png,22.56901385737281,0.7903035653693609
00029328_006.png,23.564015438496142,0.8249948170888265
